2022-02-22 19:07:46,302 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10000f14d280002
2022-02-22 19:08:17,437 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /0:0:0:0:0:0:0:1:53077
2022-02-22 19:08:17,444 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@938] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:53077
2022-02-22 19:08:17,456 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@683] - Established session 0x10000f14d280003 with negotiated timeout 4000 for client /0:0:0:0:0:0:0:1:53077
2022-02-22 19:08:17,467 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x10000f14d280003 type:create cxid:0x1 zxid:0x7 txntype:-1 reqpath:n/a Error Path:/ecs Error:KeeperErrorCode = NoNode for /ecs
2022-02-22 19:08:17,849 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x10000f14d280003, likely client has closed socket
2022-02-22 19:08:17,849 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /0:0:0:0:0:0:0:1:53077 which had sessionid 0x10000f14d280003
2022-02-22 19:08:22,302 [myid:] - INFO  [SessionTracker:ZooKeeperServer@354] - Expiring session 0x10000f14d280003, timeout of 4000ms exceeded
2022-02-22 19:08:22,303 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10000f14d280003
2022-02-22 19:13:14,693 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /0:0:0:0:0:0:0:1:53118
2022-02-22 19:13:14,701 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@938] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:53118
2022-02-22 19:13:14,713 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@683] - Established session 0x10000f14d280004 with negotiated timeout 4000 for client /0:0:0:0:0:0:0:1:53118
2022-02-22 19:13:15,215 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x10000f14d280004, likely client has closed socket
2022-02-22 19:13:15,216 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1040] - Closed socket connection for client /0:0:0:0:0:0:0:1:53118 which had sessionid 0x10000f14d280004
2022-02-22 19:13:20,303 [myid:] - INFO  [SessionTracker:ZooKeeperServer@354] - Expiring session 0x10000f14d280004, timeout of 4000ms exceeded
2022-02-22 19:13:20,304 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10000f14d280004
2022-02-22 19:14:33,257 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x10000f14d280000 type:delete cxid:0xd zxid:0x14 txntype:-1 reqpath:n/a Error Path:/ecs Error:KeeperErrorCode = Directory not empty for /ecs
